No.,Time,Source,Destination,Protocol,Length,RTT,Info
9824,32.959488,10.19.6.231,180.149.60.160,TCP,66,0.000085,55341  >  443 [ACK] Seq=7109 Ack=5882272 Win=128128 Len=0 TSval=1054122200 TSecr=216039338
9828,32.960889,10.19.6.231,180.149.60.160,TCP,66,0.000065,55341  >  443 [ACK] Seq=7109 Ack=5883737 Win=129600 Len=0 TSval=1054122201 TSecr=216039339
9831,32.981788,180.149.60.160,10.19.6.231,TLSv1.2,517,0.004669,Application Data
9832,32.981861,10.19.6.231,180.149.60.160,TCP,66,0.000073,55341  >  443 [ACK] Seq=7263 Ack=5884188 Win=130560 Len=0 TSval=1054122220 TSecr=216039341
9836,32.987504,10.19.6.231,180.149.60.160,TCP,66,0.000084,55341  >  443 [ACK] Seq=7263 Ack=5885241 Win=129984 Len=0 TSval=1054122225 TSecr=216039341
9837,32.987504,10.19.6.231,180.149.60.160,TCP,66,0.000079,55341  >  443 [ACK] Seq=7263 Ack=5886689 Win=128512 Len=0 TSval=1054122225 TSecr=216039341
9838,32.987581,10.19.6.231,180.149.60.160,TCP,66,0.000154,55341  >  443 [ACK] Seq=7263 Ack=5887347 Win=127872 Len=0 TSval=1054122225 TSecr=216039341
9841,32.987697,10.19.6.231,180.149.60.160,TCP,66,0.000045,55341  >  443 [ACK] Seq=7263 Ack=5888795 Win=129600 Len=0 TSval=1054122225 TSecr=216039341
9843,32.988541,10.19.6.231,180.149.60.160,TCP,66,0.000057,55341  >  443 [ACK] Seq=7263 Ack=5890243 Win=129600 Len=0 TSval=1054122226 TSecr=216039341
9845,32.990258,10.19.6.231,180.149.60.160,TCP,66,0.00008,55341  >  443 [ACK] Seq=7263 Ack=5891691 Win=129600 Len=0 TSval=1054122227 TSecr=216039342
9847,32.990763,10.19.6.231,180.149.60.160,TCP,66,0.000075,55341  >  443 [ACK] Seq=7263 Ack=5893139 Win=129600 Len=0 TSval=1054122227 TSecr=216039342
9850,32.993109,10.19.6.231,180.149.60.160,TCP,66,0.000054,55341  >  443 [ACK] Seq=7263 Ack=5896035 Win=129600 Len=0 TSval=1054122229 TSecr=216039342
9852,32.995131,10.19.6.231,180.149.60.160,TCP,66,0.000072,55341  >  443 [ACK] Seq=7263 Ack=5897483 Win=129600 Len=0 TSval=1054122231 TSecr=216039342
9854,32.995549,10.19.6.231,180.149.60.160,TCP,66,0.000055,55341  >  443 [ACK] Seq=7263 Ack=5898931 Win=129600 Len=0 TSval=1054122231 TSecr=216039342
9857,32.997996,10.19.6.231,180.149.60.160,TCP,66,0.000058,55341  >  443 [ACK] Seq=7263 Ack=5901827 Win=129600 Len=0 TSval=1054122233 TSecr=216039342
9859,32.99991,10.19.6.231,180.149.60.160,TCP,66,0.000063,55341  >  443 [ACK] Seq=7263 Ack=5903275 Win=129600 Len=0 TSval=1054122235 TSecr=216039342
9861,33.000456,10.19.6.231,180.149.60.160,TCP,66,0.000076,55341  >  443 [ACK] Seq=7263 Ack=5904723 Win=129600 Len=0 TSval=1054122235 TSecr=216039342
9863,33.002338,10.19.6.231,180.149.60.160,TCP,66,0.000069,55341  >  443 [ACK] Seq=7263 Ack=5906171 Win=129600 Len=0 TSval=1054122237 TSecr=216039343
9865,33.00265,10.19.6.231,180.149.60.160,TCP,66,0.000048,55341  >  443 [ACK] Seq=7263 Ack=5907619 Win=128128 Len=0 TSval=1054122237 TSecr=216039343
9869,33.005158,10.19.6.231,180.149.60.160,TCP,66,0.000053,55341  >  443 [ACK] Seq=7263 Ack=5910515 Win=129600 Len=0 TSval=1054122239 TSecr=216039343
9871,33.007196,10.19.6.231,180.149.60.160,TCP,66,0.000067,55341  >  443 [ACK] Seq=7263 Ack=5911963 Win=129600 Len=0 TSval=1054122241 TSecr=216039343
9873,33.007707,10.19.6.231,180.149.60.160,TCP,66,0.000047,55341  >  443 [ACK] Seq=7263 Ack=5913411 Win=129600 Len=0 TSval=1054122241 TSecr=216039343
9875,33.009627,10.19.6.231,180.149.60.160,TCP,66,0.000075,55341  >  443 [ACK] Seq=7263 Ack=5914859 Win=129600 Len=0 TSval=1054122243 TSecr=216039343
9877,33.010159,10.19.6.231,180.149.60.160,TCP,66,0.000077,55341  >  443 [ACK] Seq=7263 Ack=5916307 Win=129600 Len=0 TSval=1054122243 TSecr=216039343
9879,33.01205,10.19.6.231,180.149.60.160,TCP,66,0.000074,55341  >  443 [ACK] Seq=7263 Ack=5917755 Win=129600 Len=0 TSval=1054122245 TSecr=216039344
9881,33.01252,10.19.6.231,180.149.60.160,TCP,66,0.000076,55341  >  443 [ACK] Seq=7263 Ack=5919203 Win=129600 Len=0 TSval=1054122245 TSecr=216039344
9884,33.014951,10.19.6.231,180.149.60.160,TCP,66,0.000055,55341  >  443 [ACK] Seq=7263 Ack=5922099 Win=129600 Len=0 TSval=1054122247 TSecr=216039344
9886,33.016996,10.19.6.231,180.149.60.160,TCP,66,0.0001,55341  >  443 [ACK] Seq=7263 Ack=5923547 Win=129600 Len=0 TSval=1054122249 TSecr=216039344
9888,33.017468,10.19.6.231,180.149.60.160,TCP,66,0.000077,55341  >  443 [ACK] Seq=7263 Ack=5924995 Win=129600 Len=0 TSval=1054122249 TSecr=216039344
9890,33.01931,10.19.6.231,180.149.60.160,TCP,66,0.000087,55341  >  443 [ACK] Seq=7263 Ack=5926443 Win=129600 Len=0 TSval=1054122251 TSecr=216039344
9892,33.019796,10.19.6.231,180.149.60.160,TCP,66,0.000072,55341  >  443 [ACK] Seq=7263 Ack=5927891 Win=129600 Len=0 TSval=1054122251 TSecr=216039344
9894,33.021751,10.19.6.231,180.149.60.160,TCP,66,0.000098,55341  >  443 [ACK] Seq=7263 Ack=5929339 Win=129600 Len=0 TSval=1054122253 TSecr=216039345
9896,33.02219,10.19.6.231,180.149.60.160,TCP,66,0.000061,55341  >  443 [ACK] Seq=7263 Ack=5930787 Win=128128 Len=0 TSval=1054122253 TSecr=216039345
9899,33.024168,10.19.6.231,180.149.60.160,TCP,66,0.0001,55341  >  443 [ACK] Seq=7263 Ack=5932235 Win=129600 Len=0 TSval=1054122255 TSecr=216039345
9901,33.024647,10.19.6.231,180.149.60.160,TCP,66,0.000089,55341  >  443 [ACK] Seq=7263 Ack=5933683 Win=129600 Len=0 TSval=1054122255 TSecr=216039345
9903,33.026676,10.19.6.231,180.149.60.160,TCP,66,0.000186,55341  >  443 [ACK] Seq=7263 Ack=5935131 Win=129600 Len=0 TSval=1054122257 TSecr=216039345
9905,33.026893,10.19.6.231,180.149.60.160,TCP,66,0.000061,55341  >  443 [ACK] Seq=7263 Ack=5936579 Win=129600 Len=0 TSval=1054122257 TSecr=216039345
9908,33.029535,10.19.6.231,180.149.60.160,TCP,66,0.000055,55341  >  443 [ACK] Seq=7263 Ack=5939475 Win=129600 Len=0 TSval=1054122259 TSecr=216039345
9911,33.032013,10.19.6.231,180.149.60.160,TCP,66,0.000068,55341  >  443 [ACK] Seq=7263 Ack=5942371 Win=129600 Len=0 TSval=1054122261 TSecr=216039346
9913,33.033837,10.19.6.231,180.149.60.160,TCP,66,0.00009,55341  >  443 [ACK] Seq=7263 Ack=5943819 Win=129600 Len=0 TSval=1054122263 TSecr=216039346
9915,33.034199,10.19.6.231,180.149.60.160,TCP,66,0.000058,55341  >  443 [ACK] Seq=7263 Ack=5945267 Win=129600 Len=0 TSval=1054122263 TSecr=216039346
9917,33.036283,10.19.6.231,180.149.60.160,TCP,66,0.000082,55341  >  443 [ACK] Seq=7263 Ack=5946715 Win=129600 Len=0 TSval=1054122265 TSecr=216039346
9919,33.036722,10.19.6.231,180.149.60.160,TCP,66,0.000068,55341  >  443 [ACK] Seq=7263 Ack=5948163 Win=129600 Len=0 TSval=1054122265 TSecr=216039346
9922,33.039304,10.19.6.231,180.149.60.160,TCP,66,0.000088,55341  >  443 [ACK] Seq=7263 Ack=5951059 Win=128128 Len=0 TSval=1054122268 TSecr=216039346
9926,33.041677,10.19.6.231,180.149.60.160,TCP,66,0.000058,55341  >  443 [ACK] Seq=7263 Ack=5953955 Win=129600 Len=0 TSval=1054122269 TSecr=216039347
9929,33.044027,10.19.6.231,180.149.60.160,TCP,66,0.000066,55341  >  443 [ACK] Seq=7263 Ack=5956851 Win=129600 Len=0 TSval=1054122271 TSecr=216039347
9932,33.046494,10.19.6.231,180.149.60.160,TCP,66,0.000049,55341  >  443 [ACK] Seq=7263 Ack=5959747 Win=129600 Len=0 TSval=1054122273 TSecr=216039347
9934,33.048518,10.19.6.231,180.149.60.160,TCP,66,0.000076,55341  >  443 [ACK] Seq=7263 Ack=5961195 Win=129600 Len=0 TSval=1054122275 TSecr=216039347
9937,33.048993,10.19.6.231,180.149.60.160,TCP,66,0.000061,55341  >  443 [ACK] Seq=7263 Ack=5964091 Win=129600 Len=0 TSval=1054122275 TSecr=216039347
9939,33.051035,10.19.6.231,180.149.60.160,TCP,66,0.000116,55341  >  443 [ACK] Seq=7263 Ack=5965539 Win=129600 Len=0 TSval=1054122277 TSecr=216039348
9941,33.051232,10.19.6.231,180.149.60.160,TCP,66,0.000062,55341  >  443 [ACK] Seq=7263 Ack=5966987 Win=128128 Len=0 TSval=1054122277 TSecr=216039348
9945,33.053937,10.19.6.231,180.149.60.160,TCP,66,0.00019,55341  >  443 [ACK] Seq=7263 Ack=5969883 Win=129600 Len=0 TSval=1054122279 TSecr=216039348
9948,33.056042,10.19.6.231,180.149.60.160,TCP,66,0.000049,55341  >  443 [ACK] Seq=7263 Ack=5972779 Win=129600 Len=0 TSval=1054122281 TSecr=216039348
9951,33.058575,10.19.6.231,180.149.60.160,TCP,66,0.000063,55341  >  443 [ACK] Seq=7263 Ack=5975675 Win=129600 Len=0 TSval=1054122283 TSecr=216039348
9954,33.062273,10.19.6.231,180.149.60.160,TCP,66,0.000091,55341  >  443 [ACK] Seq=7263 Ack=5978571 Win=128128 Len=0 TSval=1054122287 TSecr=216039349
9958,33.063445,10.19.6.231,180.149.60.160,TCP,66,0.000099,55341  >  443 [ACK] Seq=7263 Ack=5981467 Win=129600 Len=0 TSval=1054122288 TSecr=216039349
9961,33.067906,10.19.6.231,180.149.60.160,TCP,66,0.000106,55341  >  443 [ACK] Seq=7263 Ack=5984363 Win=128128 Len=0 TSval=1054122292 TSecr=216039349
9965,33.068921,10.19.6.231,180.149.60.160,TCP,66,0.000087,55341  >  443 [ACK] Seq=7263 Ack=5987259 Win=129600 Len=0 TSval=1054122293 TSecr=216039349
9968,33.070692,10.19.6.231,180.149.60.160,TCP,66,0.000093,55341  >  443 [ACK] Seq=7263 Ack=5990155 Win=129600 Len=0 TSval=1054122294 TSecr=216039350
9972,33.074927,10.19.6.231,180.149.60.160,TCP,66,0.000183,55341  >  443 [ACK] Seq=7263 Ack=5991603 Win=129600 Len=0 TSval=1054122298 TSecr=216039350
9973,33.074927,10.19.6.231,180.149.60.160,TCP,66,0.00018,55341  >  443 [ACK] Seq=7263 Ack=5993051 Win=128128 Len=0 TSval=1054122298 TSecr=216039350
9977,33.075526,10.19.6.231,180.149.60.160,TCP,66,0.000057,55341  >  443 [ACK] Seq=7263 Ack=5995947 Win=128128 Len=0 TSval=1054122298 TSecr=216039350
9981,33.077994,10.19.6.231,180.149.60.160,TCP,66,0.000063,55341  >  443 [ACK] Seq=7263 Ack=5998843 Win=129600 Len=0 TSval=1054122300 TSecr=216039350
9984,33.08048,10.19.6.231,180.149.60.160,TCP,66,0.000155,55341  >  443 [ACK] Seq=7263 Ack=6001739 Win=129600 Len=0 TSval=1054122302 TSecr=216039350
9986,33.082319,10.19.6.231,180.149.60.160,TCP,66,0.000079,55341  >  443 [ACK] Seq=7263 Ack=6003187 Win=129600 Len=0 TSval=1054122304 TSecr=216039351
9988,33.082862,10.19.6.231,180.149.60.160,TCP,66,0.000087,55341  >  443 [ACK] Seq=7263 Ack=6004635 Win=129600 Len=0 TSval=1054122304 TSecr=216039351
9991,33.085286,10.19.6.231,180.149.60.160,TCP,66,0.000078,55341  >  443 [ACK] Seq=7263 Ack=6007531 Win=129600 Len=0 TSval=1054122306 TSecr=216039351
9993,33.087147,10.19.6.231,180.149.60.160,TCP,66,0.00007,55341  >  443 [ACK] Seq=7263 Ack=6008979 Win=129600 Len=0 TSval=1054122308 TSecr=216039351
9995,33.087659,10.19.6.231,180.149.60.160,TCP,66,0.000057,55341  >  443 [ACK] Seq=7263 Ack=6010427 Win=129600 Len=0 TSval=1054122308 TSecr=216039351
9998,33.090905,10.19.6.231,180.149.60.160,TCP,66,0.000097,55341  >  443 [ACK] Seq=7263 Ack=6013323 Win=128128 Len=0 TSval=1054122311 TSecr=216039351
10002,33.092537,10.19.6.231,180.149.60.160,TCP,66,0.000048,55341  >  443 [ACK] Seq=7263 Ack=6016219 Win=129600 Len=0 TSval=1054122312 TSecr=216039352
10005,33.094852,10.19.6.231,180.149.60.160,TCP,66,0.000058,55341  >  443 [ACK] Seq=7263 Ack=6019115 Win=129600 Len=0 TSval=1054122314 TSecr=216039352
10008,33.097383,10.19.6.231,180.149.60.160,TCP,66,0.000067,55341  >  443 [ACK] Seq=7263 Ack=6022011 Win=129600 Len=0 TSval=1054122316 TSecr=216039352
10011,33.099817,10.19.6.231,180.149.60.160,TCP,66,0.000059,55341  >  443 [ACK] Seq=7263 Ack=6024907 Win=129600 Len=0 TSval=1054122318 TSecr=216039352
10013,33.101865,10.19.6.231,180.149.60.160,TCP,66,0.000085,55341  >  443 [ACK] Seq=7263 Ack=6026355 Win=129600 Len=0 TSval=1054122320 TSecr=216039353
10015,33.104363,10.19.6.231,180.149.60.160,TCP,66,0.000198,55341  >  443 [ACK] Seq=7263 Ack=6027803 Win=129600 Len=0 TSval=1054122322 TSecr=216039353
10017,33.104696,10.19.6.231,180.149.60.160,TCP,66,0.00008,55341  >  443 [ACK] Seq=7263 Ack=6029251 Win=129600 Len=0 TSval=1054122322 TSecr=216039353
10020,33.107066,10.19.6.231,180.149.60.160,TCP,66,0.000061,55341  >  443 [ACK] Seq=7263 Ack=6032147 Win=129600 Len=0 TSval=1054122324 TSecr=216039353
10022,33.108931,10.19.6.231,180.149.60.160,TCP,66,0.000077,55341  >  443 [ACK] Seq=7263 Ack=6033595 Win=129600 Len=0 TSval=1054122326 TSecr=216039353
10024,33.10927,10.19.6.231,180.149.60.160,TCP,66,0.000053,55341  >  443 [ACK] Seq=7263 Ack=6035043 Win=129600 Len=0 TSval=1054122326 TSecr=216039353
10027,33.111809,10.19.6.231,180.149.60.160,TCP,66,0.000061,55341  >  443 [ACK] Seq=7263 Ack=6037939 Win=129600 Len=0 TSval=1054122328 TSecr=216039354
10029,33.113926,10.19.6.231,180.149.60.160,TCP,66,0.000074,55341  >  443 [ACK] Seq=7263 Ack=6039387 Win=129600 Len=0 TSval=1054122330 TSecr=216039354
10031,33.114122,10.19.6.231,180.149.60.160,TCP,66,0.000047,55341  >  443 [ACK] Seq=7263 Ack=6040835 Win=129600 Len=0 TSval=1054122330 TSecr=216039354
10033,33.116408,10.19.6.231,180.149.60.160,TCP,66,0.000099,55341  >  443 [ACK] Seq=7263 Ack=6042283 Win=129600 Len=0 TSval=1054122332 TSecr=216039354
10035,33.116577,10.19.6.231,180.149.60.160,TCP,66,0.000065,55341  >  443 [ACK] Seq=7263 Ack=6043731 Win=129600 Len=0 TSval=1054122332 TSecr=216039354
10038,33.119117,10.19.6.231,180.149.60.160,TCP,66,0.000108,55341  >  443 [ACK] Seq=7263 Ack=6046627 Win=129600 Len=0 TSval=1054122334 TSecr=216039354
10040,33.12123,10.19.6.231,180.149.60.160,TCP,66,0.000141,55341  >  443 [ACK] Seq=7263 Ack=6048075 Win=129600 Len=0 TSval=1054122336 TSecr=216039355
10042,33.121587,10.19.6.231,180.149.60.160,TCP,66,0.000124,55341  >  443 [ACK] Seq=7263 Ack=6049523 Win=129600 Len=0 TSval=1054122336 TSecr=216039355
10045,33.124017,10.19.6.231,180.149.60.160,TCP,66,0.000106,55341  >  443 [ACK] Seq=7263 Ack=6052419 Win=129600 Len=0 TSval=1054122338 TSecr=216039355
10048,33.126475,10.19.6.231,180.149.60.160,TCP,66,0.000102,55341  >  443 [ACK] Seq=7263 Ack=6055315 Win=129600 Len=0 TSval=1054122340 TSecr=216039355
10051,33.128909,10.19.6.231,180.149.60.160,TCP,66,0.00006,55341  >  443 [ACK] Seq=7263 Ack=6058211 Win=129600 Len=0 TSval=1054122342 TSecr=216039355
10053,33.130833,10.19.6.231,180.149.60.160,TCP,66,0.000075,55341  >  443 [ACK] Seq=7263 Ack=6059659 Win=129600 Len=0 TSval=1054122344 TSecr=216039356
10055,33.131194,10.19.6.231,180.149.60.160,TCP,66,0.000086,55341  >  443 [ACK] Seq=7263 Ack=6061107 Win=129600 Len=0 TSval=1054122344 TSecr=216039356
10058,33.133778,10.19.6.231,180.149.60.160,TCP,66,0.000094,55341  >  443 [ACK] Seq=7263 Ack=6064003 Win=129600 Len=0 TSval=1054122346 TSecr=216039356
10060,33.135645,10.19.6.231,180.149.60.160,TCP,66,0.000098,55341  >  443 [ACK] Seq=7263 Ack=6065451 Win=129600 Len=0 TSval=1054122348 TSecr=216039356
10062,33.136066,10.19.6.231,180.149.60.160,TCP,66,0.000127,55341  >  443 [ACK] Seq=7263 Ack=6066899 Win=129600 Len=0 TSval=1054122348 TSecr=216039356
10064,33.13813,10.19.6.231,180.149.60.160,TCP,66,0.0001,55341  >  443 [ACK] Seq=7263 Ack=6068347 Win=129600 Len=0 TSval=1054122350 TSecr=216039356
10066,33.138533,10.19.6.231,180.149.60.160,TCP,66,0.000068,55341  >  443 [ACK] Seq=7263 Ack=6069795 Win=129600 Len=0 TSval=1054122350 TSecr=216039356
10069,33.140931,10.19.6.231,180.149.60.160,TCP,66,0.00008,55341  >  443 [ACK] Seq=7263 Ack=6072691 Win=129600 Len=0 TSval=1054122352 TSecr=216039357
10071,33.142981,10.19.6.231,180.149.60.160,TCP,66,0.000085,55341  >  443 [ACK] Seq=7263 Ack=6074139 Win=129600 Len=0 TSval=1054122354 TSecr=216039357
10073,33.143185,10.19.6.231,180.149.60.160,TCP,66,0.00005,55341  >  443 [ACK] Seq=7263 Ack=6075587 Win=129600 Len=0 TSval=1054122354 TSecr=216039357
10076,33.145855,10.19.6.231,180.149.60.160,TCP,66,0.000076,55341  >  443 [ACK] Seq=7263 Ack=6078483 Win=129600 Len=0 TSval=1054122356 TSecr=216039357
10079,33.151386,10.19.6.231,180.149.60.160,TCP,66,0.000097,55341  >  443 [ACK] Seq=7263 Ack=6079931 Win=129600 Len=0 TSval=1054122362 TSecr=216039357
10080,33.151387,10.19.6.231,180.149.60.160,TCP,66,0.000093,55341  >  443 [ACK] Seq=7263 Ack=6081379 Win=128128 Len=0 TSval=1054122362 TSecr=216039357
10084,33.151613,10.19.6.231,180.149.60.160,TCP,66,0.000077,55341  >  443 [ACK] Seq=7263 Ack=6084275 Win=128128 Len=0 TSval=1054122362 TSecr=216039358
10088,33.152986,10.19.6.231,180.149.60.160,TCP,66,0.000085,55341  >  443 [ACK] Seq=7263 Ack=6087171 Win=128128 Len=0 TSval=1054122363 TSecr=216039358
10091,33.155027,10.19.6.231,180.149.60.160,TCP,66,0.000095,55341  >  443 [ACK] Seq=7263 Ack=6088619 Win=129600 Len=0 TSval=1054122365 TSecr=216039358
10093,33.155436,10.19.6.231,180.149.60.160,TCP,66,0.000067,55341  >  443 [ACK] Seq=7263 Ack=6090067 Win=129600 Len=0 TSval=1054122365 TSecr=216039358
10095,33.157403,10.19.6.231,180.149.60.160,TCP,66,0.000097,55341  >  443 [ACK] Seq=7263 Ack=6091515 Win=129600 Len=0 TSval=1054122367 TSecr=216039358
10098,33.157977,10.19.6.231,180.149.60.160,TCP,66,0.000103,55341  >  443 [ACK] Seq=7263 Ack=6094411 Win=128128 Len=0 TSval=1054122367 TSecr=216039358
10101,33.159815,10.19.6.231,180.149.60.160,TCP,66,0.000074,55341  >  443 [ACK] Seq=7263 Ack=6095859 Win=129600 Len=0 TSval=1054122369 TSecr=216039358
10103,33.164852,10.19.6.231,180.149.60.160,TCP,66,0.000067,55341  >  443 [ACK] Seq=7263 Ack=6097307 Win=129600 Len=0 TSval=1054122374 TSecr=216039358
10106,33.165311,10.19.6.231,180.149.60.160,TCP,66,0.000057,55341  >  443 [ACK] Seq=7263 Ack=6100203 Win=128128 Len=0 TSval=1054122374 TSecr=216039359
10110,33.165692,10.19.6.231,180.149.60.160,TCP,66,0.000047,55341  >  443 [ACK] Seq=7263 Ack=6103099 Win=128128 Len=0 TSval=1054122374 TSecr=216039359
10116,33.170876,10.19.6.231,180.149.60.160,TCP,66,0.00076,55341  >  443 [ACK] Seq=7263 Ack=6105995 Win=129600 Len=0 TSval=1054122378 TSecr=216039359
10117,33.170877,10.19.6.231,180.149.60.160,TCP,66,0.000139,55341  >  443 [ACK] Seq=7263 Ack=6107443 Win=128128 Len=0 TSval=1054122378 TSecr=216039359
10118,33.170877,10.19.6.231,180.149.60.160,TCP,66,0.000125,55341  >  443 [ACK] Seq=7263 Ack=6108891 Win=126720 Len=0 TSval=1054122378 TSecr=216039359
10121,33.172612,10.19.6.231,180.149.60.160,TCP,66,0.000051,55341  >  443 [ACK] Seq=7263 Ack=6111787 Win=123776 Len=0 TSval=1054122379 TSecr=216039360
10126,33.179903,10.19.6.231,180.149.60.160,TCP,66,0.000076,55341  >  443 [ACK] Seq=7263 Ack=6113235 Win=129600 Len=0 TSval=1054122386 TSecr=216039360
10127,33.179903,10.19.6.231,180.149.60.160,TCP,66,0.000074,55341  >  443 [ACK] Seq=7263 Ack=6114683 Win=128128 Len=0 TSval=1054122386 TSecr=216039360
10132,33.180412,10.19.6.231,180.149.60.160,TCP,66,0.000059,55341  >  443 [ACK] Seq=7263 Ack=6117579 Win=129600 Len=0 TSval=1054122386 TSecr=216039360
10134,33.180721,10.19.6.231,180.149.60.160,TCP,66,0.000048,55341  >  443 [ACK] Seq=7263 Ack=6120475 Win=129600 Len=0 TSval=1054122386 TSecr=216039360
10137,33.182348,10.19.6.231,180.149.60.160,TCP,66,0.000063,55341  >  443 [ACK] Seq=7263 Ack=6123371 Win=129600 Len=0 TSval=1054122388 TSecr=216039361
10139,33.184015,10.19.6.231,180.149.60.160,TCP,66,0.000066,55341  >  443 [ACK] Seq=7263 Ack=6124819 Win=129600 Len=0 TSval=1054122389 TSecr=216039361
10141,33.184594,10.19.6.231,180.149.60.160,TCP,66,0.000094,55341  >  443 [ACK] Seq=7263 Ack=6126267 Win=129600 Len=0 TSval=1054122389 TSecr=216039361
10144,33.186848,10.19.6.231,180.149.60.160,TCP,66,0.000064,55341  >  443 [ACK] Seq=7263 Ack=6129163 Win=129600 Len=0 TSval=1054122391 TSecr=216039361
10147,33.189404,10.19.6.231,180.149.60.160,TCP,66,0.000057,55341  >  443 [ACK] Seq=7263 Ack=6132059 Win=129600 Len=0 TSval=1054122393 TSecr=216039361
10149,33.191571,10.19.6.231,180.149.60.160,TCP,66,0.000091,55341  >  443 [ACK] Seq=7263 Ack=6133507 Win=129600 Len=0 TSval=1054122395 TSecr=216039362
10151,33.191996,10.19.6.231,180.149.60.160,TCP,66,0.000062,55341  >  443 [ACK] Seq=7263 Ack=6134955 Win=129600 Len=0 TSval=1054122395 TSecr=216039362
10154,33.194292,10.19.6.231,180.149.60.160,TCP,66,0.000058,55341  >  443 [ACK] Seq=7263 Ack=6137851 Win=129600 Len=0 TSval=1054122397 TSecr=216039362
10156,33.196328,10.19.6.231,180.149.60.160,TCP,66,0.000088,55341  >  443 [ACK] Seq=7263 Ack=6139299 Win=129600 Len=0 TSval=1054122399 TSecr=216039362
10158,33.196618,10.19.6.231,180.149.60.160,TCP,66,0.000053,55341  >  443 [ACK] Seq=7263 Ack=6140747 Win=129600 Len=0 TSval=1054122399 TSecr=216039362
10161,33.199109,10.19.6.231,180.149.60.160,TCP,66,0.000056,55341  >  443 [ACK] Seq=7263 Ack=6143643 Win=129600 Len=0 TSval=1054122401 TSecr=216039362
10164,33.20187,10.19.6.231,180.149.60.160,TCP,66,0.000089,55341  >  443 [ACK] Seq=7263 Ack=6146539 Win=129600 Len=0 TSval=1054122403 TSecr=216039363
10167,33.20393,10.19.6.231,180.149.60.160,TCP,66,0.000393,55341  >  443 [ACK] Seq=7263 Ack=6147987 Win=129600 Len=0 TSval=1054122405 TSecr=216039363
10168,33.204023,10.19.6.231,180.149.60.160,TCP,66,0.000153,55341  >  443 [ACK] Seq=7263 Ack=6149435 Win=128128 Len=0 TSval=1054122405 TSecr=216039363
10170,33.206016,10.19.6.231,180.149.60.160,TCP,66,0.000138,55341  >  443 [ACK] Seq=7263 Ack=6150883 Win=126720 Len=0 TSval=1054122407 TSecr=216039363
10172,33.206484,10.19.6.231,180.149.60.160,TCP,66,0.000056,55341  >  443 [ACK] Seq=7263 Ack=6152331 Win=125248 Len=0 TSval=1054122407 TSecr=216039363
10176,33.211867,10.19.6.231,180.149.60.160,TCP,66,0.000088,55341  >  443 [ACK] Seq=7263 Ack=6155227 Win=128128 Len=0 TSval=1054122412 TSecr=216039363
10179,33.212077,10.19.6.231,180.149.60.160,TCP,66,0.000076,55341  >  443 [ACK] Seq=7263 Ack=6156675 Win=129600 Len=0 TSval=1054122412 TSecr=216039364
10182,33.216499,10.19.6.231,180.149.60.160,TCP,66,0.000085,55341  >  443 [ACK] Seq=7263 Ack=6159571 Win=128128 Len=0 TSval=1054122416 TSecr=216039364
10185,33.216726,10.19.6.231,180.149.60.160,TCP,66,0.000055,55341  >  443 [ACK] Seq=7263 Ack=6161019 Win=129600 Len=0 TSval=1054122416 TSecr=216039364
10187,33.217036,10.19.6.231,180.149.60.160,TCP,66,0.000052,55341  >  443 [ACK] Seq=7263 Ack=6162467 Win=129600 Len=0 TSval=1054122416 TSecr=216039364
10190,33.218938,10.19.6.231,180.149.60.160,TCP,66,0.000087,55341  >  443 [ACK] Seq=7263 Ack=6165363 Win=129600 Len=0 TSval=1054122417 TSecr=216039364
10193,33.220905,10.19.6.231,180.149.60.160,TCP,66,0.000095,55341  >  443 [ACK] Seq=7263 Ack=6168259 Win=128128 Len=0 TSval=1054122419 TSecr=216039365
10197,33.223107,10.19.6.231,180.149.60.160,TCP,66,0.000108,55341  >  443 [ACK] Seq=7263 Ack=6169707 Win=129600 Len=0 TSval=1054122421 TSecr=216039365
10198,33.223107,10.19.6.231,180.149.60.160,TCP,66,0.000103,55341  >  443 [ACK] Seq=7263 Ack=6171155 Win=128128 Len=0 TSval=1054122421 TSecr=216039365
10201,33.225241,10.19.6.231,180.149.60.160,TCP,66,0.00009,55341  >  443 [ACK] Seq=7263 Ack=6172603 Win=129600 Len=0 TSval=1054122423 TSecr=216039365
10203,33.225713,10.19.6.231,180.149.60.160,TCP,66,0.000084,55341  >  443 [ACK] Seq=7263 Ack=6174051 Win=129600 Len=0 TSval=1054122423 TSecr=216039365
10206,33.228142,10.19.6.231,180.149.60.160,TCP,66,0.00009,55341  >  443 [ACK] Seq=7263 Ack=6176947 Win=129600 Len=0 TSval=1054122425 TSecr=216039365
10208,33.230075,10.19.6.231,180.149.60.160,TCP,66,0.000083,55341  >  443 [ACK] Seq=7263 Ack=6178395 Win=129600 Len=0 TSval=1054122426 TSecr=216039365
10210,33.23056,10.19.6.231,180.149.60.160,TCP,66,0.000073,55341  >  443 [ACK] Seq=7263 Ack=6179843 Win=128128 Len=0 TSval=1054122427 TSecr=216039365
10213,33.232541,10.19.6.231,180.149.60.160,TCP,66,0.000074,55341  >  443 [ACK] Seq=7263 Ack=6181291 Win=129600 Len=0 TSval=1054122428 TSecr=216039366
10215,33.233042,10.19.6.231,180.149.60.160,TCP,66,0.000073,55341  >  443 [ACK] Seq=7263 Ack=6182739 Win=129600 Len=0 TSval=1054122428 TSecr=216039366
