No.,Time,Source,Destination,Protocol,Length,RTT,Info
4746,22.657992,10.19.6.231,180.149.60.160,TCP,66,0.00008,55341  >  443 [ACK] Seq=4126 Ack=2116889 Win=129600 Len=0 TSval=1054112506 TSecr=216038308
4748,22.660035,10.19.6.231,180.149.60.160,TCP,66,0.000097,55341  >  443 [ACK] Seq=4126 Ack=2118337 Win=129600 Len=0 TSval=1054112508 TSecr=216038309
4750,22.660405,10.19.6.231,180.149.60.160,TCP,66,0.000061,55341  >  443 [ACK] Seq=4126 Ack=2119785 Win=129600 Len=0 TSval=1054112508 TSecr=216038309
4753,22.662846,10.19.6.231,180.149.60.160,TCP,66,0.000095,55341  >  443 [ACK] Seq=4126 Ack=2122681 Win=129600 Len=0 TSval=1054112510 TSecr=216038309
4755,22.664845,10.19.6.231,180.149.60.160,TCP,66,0.000088,55341  >  443 [ACK] Seq=4126 Ack=2124129 Win=129600 Len=0 TSval=1054112512 TSecr=216038309
4757,22.665093,10.19.6.231,180.149.60.160,TCP,66,0.000048,55341  >  443 [ACK] Seq=4126 Ack=2125577 Win=129600 Len=0 TSval=1054112512 TSecr=216038309
4760,22.66781,10.19.6.231,180.149.60.160,TCP,66,0.000088,55341  >  443 [ACK] Seq=4126 Ack=2128473 Win=128128 Len=0 TSval=1054112514 TSecr=216038309
4763,22.669509,10.19.6.231,180.149.60.160,TCP,66,0.000069,55341  >  443 [ACK] Seq=4126 Ack=2129921 Win=129600 Len=0 TSval=1054112516 TSecr=216038310
4765,22.670036,10.19.6.231,180.149.60.160,TCP,66,0.000062,55341  >  443 [ACK] Seq=4126 Ack=2131369 Win=129600 Len=0 TSval=1054112516 TSecr=216038310
4767,22.672028,10.19.6.231,180.149.60.160,TCP,66,0.00009,55341  >  443 [ACK] Seq=4126 Ack=2132817 Win=129600 Len=0 TSval=1054112518 TSecr=216038310
4769,22.672368,10.19.6.231,180.149.60.160,TCP,66,0.000063,55341  >  443 [ACK] Seq=4126 Ack=2134265 Win=129600 Len=0 TSval=1054112518 TSecr=216038310
4771,22.672749,10.19.6.231,124.124.201.232,TCP,66,0.000073,55297  >  443 [ACK] Seq=12431 Ack=1540 Win=2039 Len=0 TSval=1054112518 TSecr=216038310
4773,22.674417,10.19.6.231,180.149.60.160,TCP,66,0.000069,55341  >  443 [ACK] Seq=4126 Ack=2135713 Win=129600 Len=0 TSval=1054112520 TSecr=216038310
4775,22.67479,10.19.6.231,180.149.60.160,TCP,66,0.000049,55341  >  443 [ACK] Seq=4126 Ack=2137161 Win=128128 Len=0 TSval=1054112520 TSecr=216038310
4778,22.676813,10.19.6.231,180.149.60.160,TCP,66,0.000074,55341  >  443 [ACK] Seq=4126 Ack=2138609 Win=129600 Len=0 TSval=1054112522 TSecr=216038310
4780,22.677241,10.19.6.231,180.149.60.160,TCP,66,0.00006,55341  >  443 [ACK] Seq=4126 Ack=2140057 Win=129600 Len=0 TSval=1054112522 TSecr=216038310
4782,22.679315,10.19.6.231,180.149.60.160,TCP,66,0.000097,55341  >  443 [ACK] Seq=4126 Ack=2141505 Win=129600 Len=0 TSval=1054112524 TSecr=216038310
4784,22.679758,10.19.6.231,180.149.60.160,TCP,66,0.000078,55341  >  443 [ACK] Seq=4126 Ack=2142953 Win=129600 Len=0 TSval=1054112524 TSecr=216038310
4786,22.681853,10.19.6.231,180.149.60.160,TCP,66,0.000115,55341  >  443 [ACK] Seq=4126 Ack=2144401 Win=129600 Len=0 TSval=1054112526 TSecr=216038311
4788,22.682206,10.19.6.231,180.149.60.160,TCP,66,0.000052,55341  >  443 [ACK] Seq=4126 Ack=2145849 Win=129600 Len=0 TSval=1054112526 TSecr=216038311
4790,22.684177,10.19.6.231,180.149.60.160,TCP,66,0.000082,55341  >  443 [ACK] Seq=4126 Ack=2147297 Win=129600 Len=0 TSval=1054112528 TSecr=216038311
4792,22.684614,10.19.6.231,180.149.60.160,TCP,66,0.000058,55341  >  443 [ACK] Seq=4126 Ack=2148745 Win=129600 Len=0 TSval=1054112528 TSecr=216038311
4795,22.68699,10.19.6.231,180.149.60.160,TCP,66,0.000075,55341  >  443 [ACK] Seq=4126 Ack=2150803 Win=130432 Len=0 TSval=1054112530 TSecr=216038311
4798,22.689749,10.19.6.231,180.149.60.160,TCP,66,0.000105,55341  >  443 [ACK] Seq=4126 Ack=2153699 Win=129600 Len=0 TSval=1054112532 TSecr=216038311
4800,22.69142,10.19.6.231,180.149.60.160,TCP,66,0.000076,55341  >  443 [ACK] Seq=4126 Ack=2155147 Win=129600 Len=0 TSval=1054112534 TSecr=216038312
4802,22.691964,10.19.6.231,180.149.60.160,TCP,66,0.00006,55341  >  443 [ACK] Seq=4126 Ack=2156595 Win=129600 Len=0 TSval=1054112534 TSecr=216038312
4804,22.693908,10.19.6.231,180.149.60.160,TCP,66,0.000078,55341  >  443 [ACK] Seq=4126 Ack=2158043 Win=129600 Len=0 TSval=1054112536 TSecr=216038312
4806,22.694325,10.19.6.231,180.149.60.160,TCP,66,0.000071,55341  >  443 [ACK] Seq=4126 Ack=2159491 Win=129600 Len=0 TSval=1054112536 TSecr=216038312
4808,22.696247,10.19.6.231,180.149.60.160,TCP,66,0.000068,55341  >  443 [ACK] Seq=4126 Ack=2160939 Win=129600 Len=0 TSval=1054112538 TSecr=216038312
4810,22.696945,10.19.6.231,180.149.60.160,TCP,66,0.000081,55341  >  443 [ACK] Seq=4126 Ack=2162387 Win=129600 Len=0 TSval=1054112538 TSecr=216038312
4812,22.698795,10.19.6.231,180.149.60.160,TCP,66,0.0001,55341  >  443 [ACK] Seq=4126 Ack=2163835 Win=129600 Len=0 TSval=1054112540 TSecr=216038312
4814,22.699091,10.19.6.231,180.149.60.160,TCP,66,0.000058,55341  >  443 [ACK] Seq=4126 Ack=2165283 Win=129600 Len=0 TSval=1054112540 TSecr=216038312
4817,22.701554,10.19.6.231,180.149.60.160,TCP,66,0.000087,55341  >  443 [ACK] Seq=4126 Ack=2168179 Win=128128 Len=0 TSval=1054112542 TSecr=216038313
4821,22.70415,10.19.6.231,180.149.60.160,TCP,66,0.000085,55341  >  443 [ACK] Seq=4126 Ack=2171075 Win=129600 Len=0 TSval=1054112544 TSecr=216038313
4823,22.706048,10.19.6.231,180.149.60.160,TCP,66,0.000085,55341  >  443 [ACK] Seq=4126 Ack=2172523 Win=129600 Len=0 TSval=1054112546 TSecr=216038313
4825,22.70646,10.19.6.231,180.149.60.160,TCP,66,0.000068,55341  >  443 [ACK] Seq=4126 Ack=2173971 Win=129600 Len=0 TSval=1054112546 TSecr=216038313
4828,22.709136,10.19.6.231,180.149.60.160,TCP,66,0.000085,55341  >  443 [ACK] Seq=4126 Ack=2176867 Win=129600 Len=0 TSval=1054112548 TSecr=216038313
4830,22.710942,10.19.6.231,180.149.60.160,TCP,66,0.000096,55341  >  443 [ACK] Seq=4126 Ack=2178315 Win=129600 Len=0 TSval=1054112550 TSecr=216038314
4832,22.711271,10.19.6.231,180.149.60.160,TCP,66,0.000061,55341  >  443 [ACK] Seq=4126 Ack=2179763 Win=129600 Len=0 TSval=1054112550 TSecr=216038314
4835,22.715293,10.19.6.231,180.149.60.160,TCP,66,0.000103,55341  >  443 [ACK] Seq=4126 Ack=2181211 Win=129600 Len=0 TSval=1054112554 TSecr=216038314
4836,22.715294,10.19.6.231,180.149.60.160,TCP,66,0.000099,55341  >  443 [ACK] Seq=4126 Ack=2182659 Win=128128 Len=0 TSval=1054112554 TSecr=216038314
4840,22.715942,10.19.6.231,180.149.60.160,TCP,66,0.000145,55341  >  443 [ACK] Seq=4126 Ack=2184107 Win=129600 Len=0 TSval=1054112554 TSecr=216038314
4841,22.715943,10.19.6.231,180.149.60.160,TCP,66,0.000141,55341  >  443 [ACK] Seq=4126 Ack=2185555 Win=128128 Len=0 TSval=1054112554 TSecr=216038314
4845,22.71942,10.19.6.231,180.149.60.160,TCP,66,0.000157,55341  >  443 [ACK] Seq=4126 Ack=2187003 Win=129600 Len=0 TSval=1054112558 TSecr=216038314
4846,22.719421,10.19.6.231,180.149.60.160,TCP,66,0.000146,55341  >  443 [ACK] Seq=4126 Ack=2188451 Win=128128 Len=0 TSval=1054112558 TSecr=216038314
4850,22.721778,10.19.6.231,180.149.60.160,TCP,66,0.000069,55341  >  443 [ACK] Seq=4126 Ack=2191347 Win=129600 Len=0 TSval=1054112559 TSecr=216038315
4853,22.7257,10.19.6.231,180.149.60.160,TCP,66,0.000099,55341  >  443 [ACK] Seq=4126 Ack=2194243 Win=128128 Len=0 TSval=1054112563 TSecr=216038315
4857,22.726541,10.19.6.231,180.149.60.160,TCP,66,0.000085,55341  >  443 [ACK] Seq=4126 Ack=2197139 Win=129600 Len=0 TSval=1054112563 TSecr=216038315
4860,22.728237,10.19.6.231,180.149.60.160,TCP,66,0.000066,55341  >  443 [ACK] Seq=4126 Ack=2200035 Win=129600 Len=0 TSval=1054112565 TSecr=216038315
4863,22.731852,10.19.6.231,180.149.60.160,TCP,66,0.000105,55341  >  443 [ACK] Seq=4126 Ack=2201483 Win=129600 Len=0 TSval=1054112568 TSecr=216038316
4864,22.731905,10.19.6.231,180.149.60.160,TCP,66,0.000153,55341  >  443 [ACK] Seq=4126 Ack=2202931 Win=128128 Len=0 TSval=1054112568 TSecr=216038316
4868,22.73293,10.19.6.231,180.149.60.160,TCP,66,0.000093,55341  >  443 [ACK] Seq=4126 Ack=2205827 Win=128128 Len=0 TSval=1054112569 TSecr=216038316
4872,22.735439,10.19.6.231,180.149.60.160,TCP,66,0.000088,55341  >  443 [ACK] Seq=4126 Ack=2208723 Win=128128 Len=0 TSval=1054112571 TSecr=216038316
4876,22.738016,10.19.6.231,180.149.60.160,TCP,66,0.000101,55341  >  443 [ACK] Seq=4126 Ack=2211619 Win=129600 Len=0 TSval=1054112573 TSecr=216038316
4878,22.739963,10.19.6.231,180.149.60.160,TCP,66,0.000096,55341  >  443 [ACK] Seq=4126 Ack=2213067 Win=129600 Len=0 TSval=1054112575 TSecr=216038317
4880,22.740206,10.19.6.231,180.149.60.160,TCP,66,0.000061,55341  >  443 [ACK] Seq=4126 Ack=2214515 Win=129600 Len=0 TSval=1054112575 TSecr=216038317
4884,22.742791,10.19.6.231,180.149.60.160,TCP,66,0.000078,55341  >  443 [ACK] Seq=4126 Ack=2218859 Win=128128 Len=0 TSval=1054112577 TSecr=216038317
4888,22.745146,10.19.6.231,180.149.60.160,TCP,66,0.000057,55341  >  443 [ACK] Seq=4126 Ack=2221755 Win=129600 Len=0 TSval=1054112579 TSecr=216038317
4891,22.747585,10.19.6.231,180.149.60.160,TCP,66,0.000068,55341  >  443 [ACK] Seq=4126 Ack=2224651 Win=129600 Len=0 TSval=1054112581 TSecr=216038317
4893,22.749549,10.19.6.231,180.149.60.160,TCP,66,0.000094,55341  >  443 [ACK] Seq=4126 Ack=2226099 Win=129600 Len=0 TSval=1054112583 TSecr=216038318
4895,22.750059,10.19.6.231,180.149.60.160,TCP,66,0.000077,55341  >  443 [ACK] Seq=4126 Ack=2227547 Win=129600 Len=0 TSval=1054112583 TSecr=216038318
4897,22.752035,10.19.6.231,180.149.60.160,TCP,66,0.000089,55341  >  443 [ACK] Seq=4126 Ack=2228995 Win=129600 Len=0 TSval=1054112585 TSecr=216038318
4899,22.752415,10.19.6.231,180.149.60.160,TCP,66,0.000064,55341  >  443 [ACK] Seq=4126 Ack=2230443 Win=129600 Len=0 TSval=1054112585 TSecr=216038318
4901,22.754403,10.19.6.231,180.149.60.160,TCP,66,0.000092,55341  >  443 [ACK] Seq=4126 Ack=2231891 Win=129600 Len=0 TSval=1054112587 TSecr=216038318
4903,22.754867,10.19.6.231,180.149.60.160,TCP,66,0.000095,55341  >  443 [ACK] Seq=4126 Ack=2233339 Win=129600 Len=0 TSval=1054112587 TSecr=216038318
4906,22.757343,10.19.6.231,180.149.60.160,TCP,66,0.000099,55341  >  443 [ACK] Seq=4126 Ack=2236235 Win=129600 Len=0 TSval=1054112589 TSecr=216038318
4908,22.759202,10.19.6.231,180.149.60.160,TCP,66,0.000062,55341  >  443 [ACK] Seq=4126 Ack=2237683 Win=129600 Len=0 TSval=1054112591 TSecr=216038318
4910,22.759627,10.19.6.231,180.149.60.160,TCP,66,0.000036,55341  >  443 [ACK] Seq=4126 Ack=2239131 Win=129600 Len=0 TSval=1054112591 TSecr=216038318
4913,22.762235,10.19.6.231,180.149.60.160,TCP,66,0.000071,55341  >  443 [ACK] Seq=4126 Ack=2242027 Win=129600 Len=0 TSval=1054112593 TSecr=216038319
4915,22.764049,10.19.6.231,180.149.60.160,TCP,66,0.000084,55341  >  443 [ACK] Seq=4126 Ack=2243475 Win=129600 Len=0 TSval=1054112595 TSecr=216038319
4917,22.764508,10.19.6.231,180.149.60.160,TCP,66,0.00006,55341  >  443 [ACK] Seq=4126 Ack=2244923 Win=129600 Len=0 TSval=1054112595 TSecr=216038319
4920,22.767039,10.19.6.231,180.149.60.160,TCP,66,0.000074,55341  >  443 [ACK] Seq=4126 Ack=2247819 Win=129600 Len=0 TSval=1054112597 TSecr=216038319
4923,22.769375,10.19.6.231,180.149.60.160,TCP,66,0.000077,55341  >  443 [ACK] Seq=4126 Ack=2250715 Win=129600 Len=0 TSval=1054112599 TSecr=216038319
4925,22.771445,10.19.6.231,180.149.60.160,TCP,66,0.00008,55341  >  443 [ACK] Seq=4126 Ack=2252163 Win=129600 Len=0 TSval=1054112601 TSecr=216038320
4927,22.771659,10.19.6.231,180.149.60.160,TCP,66,0.000054,55341  >  443 [ACK] Seq=4126 Ack=2253611 Win=129600 Len=0 TSval=1054112601 TSecr=216038320
4929,22.773872,10.19.6.231,180.149.60.160,TCP,66,0.000079,55341  >  443 [ACK] Seq=4126 Ack=2255059 Win=129600 Len=0 TSval=1054112603 TSecr=216038320
4931,22.774282,10.19.6.231,180.149.60.160,TCP,66,0.000072,55341  >  443 [ACK] Seq=4126 Ack=2256507 Win=129600 Len=0 TSval=1054112603 TSecr=216038320
4933,22.776469,10.19.6.231,180.149.60.160,TCP,66,0.000113,55341  >  443 [ACK] Seq=4126 Ack=2257955 Win=129600 Len=0 TSval=1054112605 TSecr=216038320
4935,22.776696,10.19.6.231,180.149.60.160,TCP,66,0.00005,55341  >  443 [ACK] Seq=4126 Ack=2259403 Win=129600 Len=0 TSval=1054112605 TSecr=216038320
4938,22.779155,10.19.6.231,180.149.60.160,TCP,66,0.00007,55341  >  443 [ACK] Seq=4126 Ack=2262299 Win=129600 Len=0 TSval=1054112607 TSecr=216038320
4940,22.781132,10.19.6.231,180.149.60.160,TCP,66,0.000097,55341  >  443 [ACK] Seq=4126 Ack=2263747 Win=129600 Len=0 TSval=1054112609 TSecr=216038321
4942,22.781441,10.19.6.231,180.149.60.160,TCP,66,0.000069,55341  >  443 [ACK] Seq=4126 Ack=2265195 Win=129600 Len=0 TSval=1054112609 TSecr=216038321
4945,22.784399,10.19.6.231,180.149.60.160,TCP,66,0.000091,55341  >  443 [ACK] Seq=4126 Ack=2268091 Win=128128 Len=0 TSval=1054112611 TSecr=216038321
4948,22.786377,10.19.6.231,180.149.60.160,TCP,66,0.000096,55341  >  443 [ACK] Seq=4126 Ack=2270987 Win=125248 Len=0 TSval=1054112613 TSecr=216038321
4951,22.788378,10.19.6.231,180.149.60.160,TCP,66,0.000083,55341  >  443 [ACK] Seq=4126 Ack=2272435 Win=129600 Len=0 TSval=1054112614 TSecr=216038321
4953,22.788841,10.19.6.231,180.149.60.160,TCP,66,0.000155,55341  >  443 [ACK] Seq=4126 Ack=2273883 Win=129600 Len=0 TSval=1054112615 TSecr=216038321
4955,22.790737,10.19.6.231,180.149.60.160,TCP,66,0.000078,55341  >  443 [ACK] Seq=4126 Ack=2275331 Win=129600 Len=0 TSval=1054112616 TSecr=216038322
4957,22.791233,10.19.6.231,180.149.60.160,TCP,66,0.000061,55341  >  443 [ACK] Seq=4126 Ack=2276779 Win=129600 Len=0 TSval=1054112616 TSecr=216038322
4960,22.793681,10.19.6.231,180.149.60.160,TCP,66,0.000073,55341  >  443 [ACK] Seq=4126 Ack=2279675 Win=129600 Len=0 TSval=1054112618 TSecr=216038322
4962,22.795636,10.19.6.231,180.149.60.160,TCP,66,0.000083,55341  >  443 [ACK] Seq=4126 Ack=2281123 Win=129600 Len=0 TSval=1054112620 TSecr=216038322
4965,22.798349,10.19.6.231,180.149.60.160,TCP,66,0.000059,55341  >  443 [ACK] Seq=4126 Ack=2284019 Win=129600 Len=0 TSval=1054112622 TSecr=216038322
4968,22.80085,10.19.6.231,180.149.60.160,TCP,66,0.000066,55341  >  443 [ACK] Seq=4126 Ack=2286915 Win=129600 Len=0 TSval=1054112624 TSecr=216038323
4971,22.803237,10.19.6.231,180.149.60.160,TCP,66,0.000056,55341  >  443 [ACK] Seq=4126 Ack=2289811 Win=129600 Len=0 TSval=1054112626 TSecr=216038323
4974,22.805735,10.19.6.231,180.149.60.160,TCP,66,0.000058,55341  >  443 [ACK] Seq=4126 Ack=2292707 Win=129600 Len=0 TSval=1054112628 TSecr=216038323
4977,22.808188,10.19.6.231,180.149.60.160,TCP,66,0.000073,55341  >  443 [ACK] Seq=4126 Ack=2295603 Win=129600 Len=0 TSval=1054112630 TSecr=216038323
4980,22.810646,10.19.6.231,180.149.60.160,TCP,66,0.00008,55341  >  443 [ACK] Seq=4126 Ack=2298499 Win=129600 Len=0 TSval=1054112632 TSecr=216038324
4982,22.812586,10.19.6.231,180.149.60.160,TCP,66,0.000126,55341  >  443 [ACK] Seq=4126 Ack=2299947 Win=129600 Len=0 TSval=1054112634 TSecr=216038324
4984,22.81298,10.19.6.231,180.149.60.160,TCP,66,0.000065,55341  >  443 [ACK] Seq=4126 Ack=2301395 Win=129600 Len=0 TSval=1054112634 TSecr=216038324
4986,22.815099,10.19.6.231,180.149.60.160,TCP,66,0.000094,55341  >  443 [ACK] Seq=4126 Ack=2302843 Win=129600 Len=0 TSval=1054112636 TSecr=216038324
4988,22.815283,10.19.6.231,180.149.60.160,TCP,66,0.000055,55341  >  443 [ACK] Seq=4126 Ack=2304291 Win=129600 Len=0 TSval=1054112636 TSecr=216038324
4991,22.817801,10.19.6.231,180.149.60.160,TCP,66,0.000098,55341  >  443 [ACK] Seq=4126 Ack=2307187 Win=128128 Len=0 TSval=1054112638 TSecr=216038324
4995,22.822207,10.19.6.231,180.149.60.160,TCP,66,0.0001,55341  >  443 [ACK] Seq=4126 Ack=2310083 Win=128128 Len=0 TSval=1054112642 TSecr=216038325
4999,22.822784,10.19.6.231,180.149.60.160,TCP,66,0.000098,55341  >  443 [ACK] Seq=4126 Ack=2312979 Win=128128 Len=0 TSval=1054112642 TSecr=216038325
5003,22.8278,10.19.6.231,180.149.60.160,TCP,66,0.000086,55341  >  443 [ACK] Seq=4126 Ack=2315875 Win=129600 Len=0 TSval=1054112646 TSecr=216038325
5006,22.828167,10.19.6.231,180.149.60.160,TCP,66,0.000079,55341  >  443 [ACK] Seq=4126 Ack=2318771 Win=129600 Len=0 TSval=1054112646 TSecr=216038325
5008,22.829877,10.19.6.231,180.149.60.160,TCP,66,0.000114,55341  >  443 [ACK] Seq=4126 Ack=2320219 Win=129600 Len=0 TSval=1054112648 TSecr=216038326
5010,22.830245,10.19.6.231,180.149.60.160,TCP,66,0.000052,55341  >  443 [ACK] Seq=4126 Ack=2321667 Win=129600 Len=0 TSval=1054112648 TSecr=216038326
5017,22.835809,10.19.6.231,180.149.60.160,TCP,66,0.000116,55341  >  443 [ACK] Seq=4126 Ack=2324563 Win=128128 Len=0 TSval=1054112653 TSecr=216038326
5020,22.836241,10.19.6.231,180.149.60.160,TCP,66,0.000055,55341  >  443 [ACK] Seq=4126 Ack=2327459 Win=129600 Len=0 TSval=1054112653 TSecr=216038326
5023,22.837211,10.19.6.231,180.149.60.160,TCP,66,0.000087,55341  >  443 [ACK] Seq=4126 Ack=2328907 Win=129600 Len=0 TSval=1054112654 TSecr=216038326
5024,22.837212,10.19.6.231,180.149.60.160,TCP,66,0.000083,55341  >  443 [ACK] Seq=4126 Ack=2330355 Win=128128 Len=0 TSval=1054112654 TSecr=216038326
5028,22.839929,10.19.6.231,180.149.60.160,TCP,66,0.000094,55341  >  443 [ACK] Seq=4126 Ack=2333251 Win=129600 Len=0 TSval=1054112656 TSecr=216038326
5031,22.842014,10.19.6.231,180.149.60.160,TCP,66,0.000098,55341  >  443 [ACK] Seq=4126 Ack=2334699 Win=129600 Len=0 TSval=1054112658 TSecr=216038327
5032,22.842014,10.19.6.231,180.149.60.160,TCP,66,0.000093,55341  >  443 [ACK] Seq=4126 Ack=2336147 Win=128128 Len=0 TSval=1054112658 TSecr=216038327
5036,22.844603,10.19.6.231,180.149.60.160,TCP,66,0.00007,55341  >  443 [ACK] Seq=4126 Ack=2339043 Win=129600 Len=0 TSval=1054112660 TSecr=216038327
5041,22.850389,10.19.6.231,180.149.60.160,TCP,66,0.000368,55341  >  443 [ACK] Seq=4126 Ack=2340491 Win=129600 Len=0 TSval=1054112665 TSecr=216038327
5042,22.85039,10.19.6.231,180.149.60.160,TCP,66,0.000361,55341  >  443 [ACK] Seq=4126 Ack=2341939 Win=128128 Len=0 TSval=1054112665 TSecr=216038327
5044,22.850391,10.19.6.231,180.149.60.160,TCP,66,0.000124,55341  >  443 [ACK] Seq=4126 Ack=2343387 Win=129600 Len=0 TSval=1054112665 TSecr=216038327
5045,22.850391,10.19.6.231,180.149.60.160,TCP,66,0.000114,55341  >  443 [ACK] Seq=4126 Ack=2344835 Win=128128 Len=0 TSval=1054112665 TSecr=216038327
5048,22.851322,10.19.6.231,180.149.60.160,TCP,66,0.000107,55341  >  443 [ACK] Seq=4126 Ack=2346283 Win=129600 Len=0 TSval=1054112666 TSecr=216038328
5051,22.851936,10.19.6.231,180.149.60.160,TCP,66,0.000129,55341  >  443 [ACK] Seq=4126 Ack=2347731 Win=129600 Len=0 TSval=1054112666 TSecr=216038328
5052,22.851937,10.19.6.231,180.149.60.160,TCP,66,0.000124,55341  >  443 [ACK] Seq=4126 Ack=2349179 Win=128128 Len=0 TSval=1054112666 TSecr=216038328
5056,22.853981,10.19.6.231,180.149.60.160,TCP,66,0.000135,55341  >  443 [ACK] Seq=4126 Ack=2350627 Win=129600 Len=0 TSval=1054112668 TSecr=216038328
5057,22.853982,10.19.6.231,180.149.60.160,TCP,66,0.00013,55341  >  443 [ACK] Seq=4126 Ack=2352075 Win=128128 Len=0 TSval=1054112668 TSecr=216038328
5061,22.85669,10.19.6.231,180.149.60.160,TCP,66,0.00007,55341  >  443 [ACK] Seq=4126 Ack=2354971 Win=129600 Len=0 TSval=1054112670 TSecr=216038328
5064,22.85919,10.19.6.231,180.149.60.160,TCP,66,0.000071,55341  >  443 [ACK] Seq=4126 Ack=2357867 Win=129600 Len=0 TSval=1054112672 TSecr=216038328
5067,22.861539,10.19.6.231,180.149.60.160,TCP,66,0.000071,55341  >  443 [ACK] Seq=4126 Ack=2360763 Win=129600 Len=0 TSval=1054112674 TSecr=216038329
5069,22.86386,10.19.6.231,180.149.60.160,TCP,66,0.000086,55341  >  443 [ACK] Seq=4126 Ack=2362211 Win=129600 Len=0 TSval=1054112676 TSecr=216038329
5071,22.864234,10.19.6.231,180.149.60.160,TCP,66,0.000077,55341  >  443 [ACK] Seq=4126 Ack=2363659 Win=129600 Len=0 TSval=1054112676 TSecr=216038329
5073,22.866062,10.19.6.231,180.149.60.160,TCP,66,0.000275,55341  >  443 [ACK] Seq=4126 Ack=2365107 Win=129600 Len=0 TSval=1054112678 TSecr=216038329
5075,22.866618,10.19.6.231,180.149.60.160,TCP,66,0.000092,55341  >  443 [ACK] Seq=4126 Ack=2366555 Win=129600 Len=0 TSval=1054112678 TSecr=216038329
5078,22.870645,10.19.6.231,180.149.60.160,TCP,66,0.000089,55341  >  443 [ACK] Seq=4126 Ack=2369451 Win=129600 Len=0 TSval=1054112682 TSecr=216038329
5080,22.871012,10.19.6.231,180.149.60.160,TCP,66,0.000082,55341  >  443 [ACK] Seq=4126 Ack=2370899 Win=129600 Len=0 TSval=1054112682 TSecr=216038330
5082,22.871186,10.19.6.231,180.149.60.160,TCP,66,0.000049,55341  >  443 [ACK] Seq=4126 Ack=2372347 Win=128128 Len=0 TSval=1054112682 TSecr=216038330
5085,22.873023,10.19.6.231,180.149.60.160,TCP,66,0.000063,55341  >  443 [ACK] Seq=4126 Ack=2373795 Win=129600 Len=0 TSval=1054112683 TSecr=216038330
5087,22.873567,10.19.6.231,180.149.60.160,TCP,66,0.000083,55341  >  443 [ACK] Seq=4126 Ack=2375243 Win=129600 Len=0 TSval=1054112684 TSecr=216038330
5090,22.875927,10.19.6.231,180.149.60.160,TCP,66,0.000058,55341  >  443 [ACK] Seq=4126 Ack=2378139 Win=129600 Len=0 TSval=1054112686 TSecr=216038330
5092,22.878069,10.19.6.231,180.149.60.160,TCP,66,0.000082,55341  >  443 [ACK] Seq=4126 Ack=2379587 Win=129600 Len=0 TSval=1054112688 TSecr=216038330
5094,22.878437,10.19.6.231,180.149.60.160,TCP,66,0.000051,55341  >  443 [ACK] Seq=4126 Ack=2381035 Win=129600 Len=0 TSval=1054112688 TSecr=216038330
5097,22.880943,10.19.6.231,180.149.60.160,TCP,66,0.000106,55341  >  443 [ACK] Seq=4126 Ack=2383931 Win=129600 Len=0 TSval=1054112690 TSecr=216038331
5100,22.883253,10.19.6.231,180.149.60.160,TCP,66,0.000066,55341  >  443 [ACK] Seq=4126 Ack=2386827 Win=129600 Len=0 TSval=1054112692 TSecr=216038331
5103,22.885789,10.19.6.231,180.149.60.160,TCP,66,0.000067,55341  >  443 [ACK] Seq=4126 Ack=2389723 Win=129600 Len=0 TSval=1054112694 TSecr=216038331
5106,22.88822,10.19.6.231,180.149.60.160,TCP,66,0.000069,55341  >  443 [ACK] Seq=4126 Ack=2392619 Win=129600 Len=0 TSval=1054112696 TSecr=216038331
5109,22.890632,10.19.6.231,180.149.60.160,TCP,66,0.00007,55341  >  443 [ACK] Seq=4126 Ack=2395515 Win=129600 Len=0 TSval=1054112698 TSecr=216038332
5112,22.89305,10.19.6.231,180.149.60.160,TCP,66,0.000072,55341  >  443 [ACK] Seq=4126 Ack=2398411 Win=129600 Len=0 TSval=1054112700 TSecr=216038332
5114,22.895034,10.19.6.231,180.149.60.160,TCP,66,0.000126,55341  >  443 [ACK] Seq=4126 Ack=2399859 Win=129600 Len=0 TSval=1054112702 TSecr=216038332
5116,22.89529,10.19.6.231,180.149.60.160,TCP,66,0.000062,55341  >  443 [ACK] Seq=4126 Ack=2401307 Win=129600 Len=0 TSval=1054112702 TSecr=216038332
5119,22.89786,10.19.6.231,180.149.60.160,TCP,66,0.00007,55341  >  443 [ACK] Seq=4126 Ack=2404203 Win=129600 Len=0 TSval=1054112704 TSecr=216038332
5121,22.89985,10.19.6.231,180.149.60.160,TCP,66,0.000131,55341  >  443 [ACK] Seq=4126 Ack=2405651 Win=129600 Len=0 TSval=1054112706 TSecr=216038333
5123,22.900155,10.19.6.231,180.149.60.160,TCP,66,0.00006,55341  >  443 [ACK] Seq=4126 Ack=2407099 Win=128128 Len=0 TSval=1054112706 TSecr=216038333
5127,22.902439,10.19.6.231,180.149.60.160,TCP,66,0.000232,55341  >  443 [ACK] Seq=4126 Ack=2408547 Win=129600 Len=0 TSval=1054112708 TSecr=216038333
5128,22.90244,10.19.6.231,180.149.60.160,TCP,66,0.000227,55341  >  443 [ACK] Seq=4126 Ack=2409995 Win=128128 Len=0 TSval=1054112708 TSecr=216038333
5131,22.904585,10.19.6.231,180.149.60.160,TCP,66,0.000116,55341  >  443 [ACK] Seq=4126 Ack=2411443 Win=129600 Len=0 TSval=1054112710 TSecr=216038333
