Using TCP Agent: TcpVegas
Packet Size 		Throughput 		Fairness Index 
40			394.335189		1
44			296.951120		1
48			76.218976		1
52			79.259839		1
60			85.316085		1
250			185.595337		1
300			215.238610		1
552			361.041433		1
576			461.367503		1
628			2084.992040		1
1420			894.454500		1
1500			907.686001		1
